n_no_data_cells,score_min,score_q25,score_median,score_q75,score_q95,score_max,cost_median,barrier_median
1864,0,0.037338965271943955,0.18807012602642698,0.5153648136711699,1,1,0.5663294787533486,0.041348610871077315
