source_cells,processed_cells,base_range_m,max_normalized_cost,decay_power,barrier_cost_multiplier,barrier_strength_power,barrier_vs_source_scale,artificial_modified_cost_multiplier,modified_unavailable_no_data_cells,prediction_target_cells
855,3827,80.14764083028467,1,2,18,1.5,1,3,1347,110161
