macro_cluster_id,micro_group_ids,n_micro_groups,n_shuseki,n_dense_micro_groups,n_intermediate_micro_groups,n_small_micro_groups,macro_group_type,selected_eps_m,selected_min_pts,selected_d_adj_m,selected_d_adj_safe_m,macro_hull_buffer_m,macro_link_max_boundary_distance_m,macro_nearest_shuseki_link_m,macro_corridor_width_m,nearest_macro_distance_m,isolation_ring_inner_m,isolation_ring_outer_m,context_area_m2,surveyed_area_m2,absence_area_m2,no_data_area_m2,surveyed_ratio,absence_ratio_in_surveyed,no_data_ratio,small_size_factor,spacing_factor,absence_enclosure_factor,surveyed_coverage_factor,isolation_score,size_support_factor,macro_structure_bonus,cluster_support,isolated_shuseki_weight
M63,N21,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,20.17468667529057,26.71588027676156,80.14764083028467,22414.04114162865,4548.188455945449,3891.9510238897806,17085.216763975273,0.20291693172179875,0.8557145469208016,0.7622550818042187,1,0.2517190333525992,0.8557145469208016,0.20291693172179875,0.04370823375396057,0,0,0,0.04370823375396057
M64,N211,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,79.09477788541258,26.71588027676156,80.14764083028467,22414.041141629634,731.9445139708774,490.14874382058605,21379.059511368778,0.0326556246303767,0.6696528691245687,0.9538244074898844,1,0.9868634568158835,0.6696528691245687,0.0326556246303767,0.021580663684173905,0,0,0,0.021580663684173905
M65,N212,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,44.34767150155206,26.71588027676156,80.14764083028467,22414.04114163479,3165.2130156811645,2701.782822170318,18080.431263152983,0.14121563334697737,0.8535864122841303,0.8066564680997221,1,0.5533247272425615,0.8535864122841303,0.14121563334697737,0.06669762198165541,0,0,0,0.06669762198165541
M66,N22,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,47.48676996239782,26.71588027676156,80.14764083028467,22414.041141633028,2194.9224373938237,1075.365317805518,19853.072674963354,0.09792622506241672,0.48993317462386976,0.8857426712797097,1,0.5924911759156163,0.48993317462386976,0.09792622506241672,0.028426130641029113,0,0,0,0.028426130641029113
M67,N24,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,60.02735763725258,26.71588027676156,80.14764083028467,22414.04114162951,3727.8937062988757,2517.6454498872963,17246.05257634167,0.16631957096639186,0.6753533357545387,0.7694307540245674,1,0.748959757460142,0.6753533357545387,0.16631957096639186,0.08412651309076408,0,0,0,0.08412651309076408
M68,N259,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,51.23994890125999,26.71588027676156,80.14764083028467,22414.04114163062,6985.2384392155,6067.305410107537,14390.88200933129,0.3116456508256112,0.8685895925964906,0.6420476306971012,1,0.6393194905107976,0.8685895925964906,0.3116456508256112,0.17305877949687581,0,0,0,0.17305877949687581
M69,N292,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,57.36534045128266,26.71588027676156,80.14764083028467,22414.04114163131,6030.808463678773,5152.281099902987,14163.425222973552,0.2690638616022388,0.8543267674530179,0.6318996709909103,1,0.7157458392662575,0.8543267674530179,0.2690638616022388,0.16452739319444937,0,0,0,0.16452739319444937
M7,C5,1,5,0,1,0,intermediate_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,60.58130304142353,26.71588027676156,80.14764083028467,22875.26951989434,1170.1349829743945,795.3060879470338,21496.79404148508,0.05115283918105282,0.6796703795022229,0.9397394869070103,0.6,0.7558713196525207,0.6796703795022229,0.05115283918105282,0.015767658475929112,0.4,0,0.3936929366096284,0.015767658475929112
M70,N294,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,51.52981268449085,26.71588027676156,80.14764083028467,22414.041141630543,12917.466729368236,12031.297194781202,7110.09222057033,0.5763113687418053,0.9313975756119192,0.3172159886583083,1,0.6429361132863157,0.9313975756119192,0.5763113687418053,0.3451120396954201,0,0,0,0.3451120396954201
M71,N296,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,104.73404751328894,26.71588027676156,80.14764083028467,22414.041141631787,11153.731222383112,10725.301914378904,10483.14247216881,0.49762250153392457,0.9615887007260455,0.4677042576091933,1,1,0.9615887007260455,0.49762250153392457,0.4785081747020511,0,0,0,0.4785081747020511
M72,N30,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,83.4867339243635,26.71588027676156,80.14764083028467,22414.04114162951,4703.596345320151,4059.6130550829307,15928.328577240463,0.20985043775011997,0.8630870417105515,0.7106406415778742,1,1,0.8630870417105515,0.20985043775011997,0.18111919351941527,0,0,0,0.18111919351941527
M73,N300,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,21.67928883112478,26.71588027676156,80.14764083028467,22414.041141633374,14512.690418915372,14318.743869660531,7599.193047984155,0.6474820996004379,0.9866360720406426,0.3390371687088989,1,0.27049191475306683,0.9866360720406426,0.6474820996004379,0.17279813228186888,0,0,0,0.17279813228186888
M74,N304,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,21.67928883112478,26.71588027676156,80.14764083028467,22414.041141630943,12824.27640251612,12392.421320751355,9289.045258296197,0.572153692477026,0.966325189179482,0.41442974069691946,1,0.27049191475306683,0.966325189179482,0.572153692477026,0.149551334821582,0,0,0,0.149551334821582
M75,N305,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,34.35409412806773,26.71588027676156,80.14764083028467,22414.04114163501,15008.86478642871,14069.336014793042,7019.985980668044,0.669618864870785,0.9374017432360902,0.31319590859624724,1,0.4286351260271488,0.9374017432360902,0.669618864870785,0.2690550792564134,0,0,0,0.2690550792564134
M76,N307,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,31.651755683937065,26.71588027676156,80.14764083028467,22414.04114162641,21360.559349665968,21255.80991901638,312.5452791677235,0.9529990247941519,0.9950961288543586,0.013944173529122226,1,0.3949181205590408,0.9950961288543586,0.9529990247941519,0.3745109795747014,0,0,0,0.3745109795747014
M77,N308,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,31.651755683937065,26.71588027676156,80.14764083028467,22414.04114163157,21037.105356855674,20821.66041045979,552.4201469545878,0.9385681601958697,0.9897588122157845,0.02464616458334813,1,0.3949181205590408,0.9897588122157845,0.9385681601958697,0.3668616000237611,0,0,0,0.3668616000237611
M78,N31,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,77.52401119830229,26.71588027676156,80.14764083028467,22414.04114162876,81.49531967302862,0,22314.04114163222,0.0036359047954842203,0,0.9955385109108765,1,0.9672650423043891,0,0.0036359047954842203,0,0,0,0,0
M79,N32,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,230.40536878181922,26.71588027676156,80.14764083028467,22414.041141629743,218.8253534587751,181.12629715346395,21951.601180159298,0.009762869269136361,0.8277208024141802,0.9793682915745366,1,1,0.8277208024141802,0.009762869269136361,0.00808092998531429,0,0,0,0.00808092998531429
M8,C6;C7,2,23,1,1,0,macro_settlement_complex_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,111.35628478400568,26.71588027676156,80.14764083028467,45597.14443661988,5149.783149631963,4554.183434587504,39425.61345133948,0.11294091358703771,0.8843447000118783,0.8646509323876884,0,1,0.8843447000118783,0.11294091358703771,0,1,0.9,1,0
M80,N33,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,40.77420026819373,26.71588027676156,80.14764083028467,22414.041141636848,1189.8883634275574,953.8042710412394,20545.631385044242,0.05308673950888726,0.801591393241076,0.9166411025666494,1,0.5087386209474896,0.801591393241076,0.05308673950888726,0.021648798913015195,0,0,0,0.021648798913015195
M81,N34,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,40.77420026819373,26.71588027676156,80.14764083028467,22414.041141630667,237.44646130665245,103.35436137802603,22087.79706606436,0.010593647964071584,0.4352743806299479,0.9854446561641952,1,0.5087386209474896,0.4352743806299479,0.010593647964071584,0.0023458668137583383,0,0,0,0.0023458668137583383
M82,N35,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,28.844998879111092,26.71588027676156,80.14764083028467,22414.041141626964,376.0425196029662,155.55751773082017,21961.71750645906,0.016777095983132942,0.413670022993839,0.9798196303687577,1,0.35989828995954287,0.413670022993839,0.016777095983132942,0.0024977595190409157,0,0,0,0.0024977595190409157
M83,N36,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,28.844998879111092,26.71588027676156,80.14764083028467,22414.04114162566,244.0449267468745,113.51328301197574,22086.337232832335,0.010888037779749263,0.4651327299653834,0.9853795258640469,1,0.35989828995954287,0.4651327299653834,0.010888037779749263,0.0018226626865529465,0,0,0,0.0018226626865529465
M84,N48,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,148.34896331100256,26.71588027676156,80.14764083028467,22414.041141628615,2343.5291965673887,1870.1569074975823,19457.89384930084,0.10455629940889395,0.7980087938468342,0.8681118110898148,1,1,0.7980087938468342,0.10455629940889395,0.08343684638037993,0,0,0,0.08343684638037993
M85,N49,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,3.0093367262814255,26.71588027676156,80.14764083028467,22414.041141631104,5780.535300915607,5327.198304453145,15284.774457787582,0.25789795175217334,0.9215752568121752,0.6819285447548387,1,0.037547414934568035,0.9215752568121752,0.25789795175217334,0.008923983136825527,0,0,0,0.008923983136825527
M86,N50,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,3.0093367262814255,26.71588027676156,80.14764083028467,22414.041141632268,5974.73637077423,5527.716336640191,15040.138784183706,0.2665622112951618,0.9251816303861267,0.6710141508684868,1,0.037547414934568035,0.9251816303861267,0.2665622112951618,0.009259885694905306,0,0,0,0.009259885694905306
M87,N51,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,0.9939117078090749,26.71588027676156,80.14764083028467,22414.04114163248,4363.6235184148445,4005.0963798476037,17380.43479786512,0.19468258717120518,0.917837288882914,0.7754262021756624,1,0.012401010154668388,0.917837288882914,0.19468258717120518,0.0022158985326685412,0,0,0,0.0022158985326685412
M88,N52,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,0.9939117078090749,26.71588027676156,80.14764083028467,22414.041141629878,4407.667828351394,4039.221106706287,17328.847016386746,0.19664761925349453,0.9164077838908026,0.7731246189336943,1,0.012401010154668388,0.9164077838908026,0.19664761925349453,0.002234778710572722,0,0,0,0.002234778710572722
M89,N61,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,33.24036754517963,26.71588027676156,80.14764083028467,22414.041141631693,11179.312816786824,10643.357882022208,9844.643846901748,0.49876382157711135,0.9520583292060826,0.4392177111077204,1,0.41473918883735117,0.9520583292060826,0.49876382157711135,0.1969398372476697,0,0,0,0.1969398372476697
M9,C8,1,4,0,1,0,intermediate_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,73.879672514935,26.71588027676156,80.14764083028467,25715.27237409089,4923.458301956493,4277.457542103243,20563.717476287362,0.1914604764955577,0.8687912600790096,0.7996694406786095,0.8,0.9217947247053433,0.8687912600790096,0.1914604764955577,0.12266446927264943,0.2,0,0.17546710614547012,0.12266446927264943
M90,N62,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,15.433393735794072,26.71588027676156,80.14764083028467,22414.041141629514,6216.383213278044,6008.606027465286,15611.372321264529,0.27734325880808613,0.9665758723868646,0.6964996727997249,1,0.19256204644220037,0.9665758723868646,0.27734325880808613,0.051620743693769226,0,0,0,0.051620743693769226
M91,N63,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,0.9981464845695575,26.71588027676156,80.14764083028467,22414.041141634872,6304.800920583001,6061.7768554073145,15347.856983853086,0.281288005172419,0.9614541254772538,0.6847429647723765,1,0.012453847352577305,0.9614541254772538,0.281288005172419,0.0033680871363441413,0,0,0,0.0033680871363441413
M92,N65,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,33.24036754517963,26.71588027676156,80.14764083028467,22414.0411416306,9267.014118701187,8900.169627159443,11859.02913311419,0.41344682380765096,0.9604139492135403,0.5290892908681195,1,0.41473918883735117,0.9604139492135403,0.41344682380765096,0.16468467726808156,0,0,0,0.16468467726808156
M93,N66,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,0.9981464845695575,26.71588027676156,80.14764083028467,22414.04114162898,6332.723779616274,6083.856593843359,15320.667394556569,0.2825337804816768,0.9607013988871633,0.683529904212673,1,0.012453847352577305,0.9607013988871633,0.2825337804816768,0.0033803552360745586,0,0,0,0.0033803552360745586
M94,N67,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,225.3271114756333,26.71588027676156,80.14764083028467,22414.041141629583,517.0798018880278,207.70928431326973,20769.68506640388,0.023069458944092673,0.4016967662532071,0.9266372331149316,1,1,0.4016967662532071,0.023069458944092673,0.009266927057053153,0,0,0,0.009266927057053153
M95,N68,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,77.52401119830229,26.71588027676156,80.14764083028467,22414.04114163036,228.81731442967367,101.35005779083741,21995.697057385558,0.010208659517657594,0.44293002058630077,0.9813356243257804,1,0.9672650423043891,0.44293002058630077,0.010208659517657594,0.004373703399452042,0,0,0,0.004373703399452042
M96,N69,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,358.9974595409864,26.71588027676156,80.14764083028467,22414.041141632293,565.0079434448223,386.1503076037689,21722.37419854111,0.025207767750339546,0.6834422632174545,0.9691413547998506,1,1,0.6834422632174545,0.025207767750339546,0.017228053841952022,0,0,0,0.017228053841952022
M97,N71,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,163.5889829385915,26.71588027676156,80.14764083028467,22414.041141637397,389.20245232999866,0,22414.04114163237,0.017364224945897754,0,0.9999999999997757,1,1,0,0.017364224945897754,0,0,0,0,0
M98,N92,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,28.79281947303171,26.71588027676156,80.14764083028467,22414.041141630303,2892.2016367517626,2422.6939624075126,19171.07645001453,0.1290352604635844,0.8376642664266123,0.8553154841144415,1,0.3592472488866076,0.8376642664266123,0.1290352604635844,0.03883039811471445,0,0,0,0.03883039811471445
M99,N93,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,60.58130304142353,26.71588027676156,80.14764083028467,22414.041141629685,1196.6299520349903,781.7155275035926,21011.542550893366,0.053387514749068825,0.6532642160378873,0.9374276783970271,1,0.7558713196525207,0.6532642160378873,0.053387514749068825,0.026361883768901005,0,0,0,0.026361883768901005
