macro_cluster_id,micro_group_ids,n_micro_groups,n_shuseki,n_dense_micro_groups,n_intermediate_micro_groups,n_small_micro_groups,macro_group_type,selected_eps_m,selected_min_pts,selected_d_adj_m,selected_d_adj_safe_m,macro_hull_buffer_m,macro_link_max_boundary_distance_m,macro_nearest_shuseki_link_m,macro_corridor_width_m,nearest_macro_distance_m,isolation_ring_inner_m,isolation_ring_outer_m,context_area_m2,surveyed_area_m2,absence_area_m2,no_data_area_m2,surveyed_ratio,absence_ratio_in_surveyed,no_data_ratio,small_size_factor,spacing_factor,absence_enclosure_factor,surveyed_coverage_factor,isolation_score,size_support_factor,macro_structure_bonus,cluster_support,isolated_shuseki_weight
M22,N119,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,87.88323386960931,26.71588027676156,80.14764083028467,22414.04114163457,6925.704193522186,6222.2856972042355,13609.586799162971,0.30898953694956593,0.8984336499708032,0.6071902301402877,1,1,0.8984336499708032,0.30898953694956593,0.2776065974843869,0,0,0,0.2776065974843869
M23,N120,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,41.980700293513365,26.71588027676156,80.14764083028467,22414.04114163373,2743.618411847426,2036.1574780960714,18474.257399353974,0.1224062360959621,0.74214310171691,0.8242269781970878,1,0.5237920899307431,0.74214310171691,0.1224062360959621,0.047582815349571324,0,0,0,0.047582815349571324
M24,N121,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,3.0090505773191802,26.71588027676156,80.14764083028467,22414.0411416355,1712.1930180847023,1419.2921504088636,20322.05783615062,0.07638930468920196,0.8289323314707332,0.9066663930763076,1,0.03754384466151594,0.8289323314707332,0.07638930468920196,0.002377334978888647,0,0,0,0.002377334978888647
M25,N122,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,2.858773789001625,26.71588027676156,80.14764083028467,22414.041141629634,1456.967170614892,1166.2757332891156,20622.81654315214,0.06500243135134005,0.8004818206006012,0.92008470997447,1,0.03566884513862579,0.8004818206006012,0.06500243135134005,0.001855966456774432,0,0,0,0.001855966456774432
M26,N123,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,2.858773789001625,26.71588027676156,80.14764083028467,22414.04114162911,1610.2377111715978,1325.0849343596917,20462.498415420992,0.07184057979535598,0.8229126203953882,0.9129321341976321,1,0.03566884513862579,0.8229126203953882,0.07184057979535598,0.0021086893265052104,0,0,0,0.0021086893265052104
M27,N124,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,16.348832231730377,26.71588027676156,80.14764083028467,22414.041141633144,876.8861331681685,603.9831543483025,21129.639610420054,0.039122179156680016,0.6887817374487676,0.9426965658224224,1,0.20398394840279305,0.6887817374487676,0.039122179156680016,0.005496682539941276,0,0,0,0.005496682539941276
M28,N125,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,27.86244034642919,26.71588027676156,80.14764083028467,22414.041141634443,750.3815502028732,500.28471985653016,21323.25418543562,0.03347819099024617,0.6667071168277967,0.9513346589619367,1,0.34763893307139065,0.6667071168277967,0.03347819099024617,0.007759352503363947,0,0,0,0.007759352503363947
M29,N126,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,61.80825877002869,26.71588027676156,80.14764083028467,22414.04114163124,4804.554689030075,4309.434821789491,15975.348364910404,0.21435468323943704,0.8969478132133539,0.7127384242745151,1,0.7711800139059584,0.8969478132133539,0.21435468323943704,0.14827089790701506,0,0,0,0.14827089790701506
M3,C12;C13,2,42,2,0,0,macro_settlement_complex_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,119.93020648873554,26.71588027676156,80.14764083028467,45413.207617070395,6773.333232454505,6072.178450759956,36716.020343966295,0.14914897202523245,0.8964830523419461,0.8084877125077835,0,1,0.8964830523419461,0.14914897202523245,0,1,0.9,1,0
M30,N127,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,2.855970703616292,26.71588027676156,80.14764083028467,22414.041141634585,299.5573676614033,164.73705982868904,22009.815455740354,0.013364719274337761,0.5499349293751813,0.9819655151277753,1,0.03563387111623043,0.5499349293751813,0.013364719274337761,2.618991872508962e-4,0,0,0,2.618991872508962e-4
M31,N128,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,2.855970703616292,26.71588027676156,80.14764083028467,22414.04114163184,275.8910499999693,138.11059318455395,22064.111164924572,0.012308849094040846,0.500598309312931,0.9843879122690952,1,0.03563387111623043,0.500598309312931,0.012308849094040846,2.1956839671287537e-4,0,0,0,2.1956839671287537e-4
M32,N129,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,27.86244034642919,26.71588027676156,80.14764083028467,22414.041141632755,1107.689986397103,902.0743049477936,20700.739736599287,0.04941946788612047,0.8143743430252544,0.9235612447480025,1,0.34763893307139065,0.8143743430252544,0.04941946788612047,0.013991057968599915,0,0,0,0.013991057968599915
M33,N131,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,73.42253191625882,26.71588027676156,80.14764083028467,22414.041141634967,5074.740354913462,4335.942651574826,16174.639064850737,0.22640898724357794,0.8544166495881277,0.7216297571081774,1,0.9160909935169957,0.8544166495881277,0.22640898724357794,0.1772156116968811,0,0,0,0.1772156116968811
M34,N132,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,123.90459718258582,26.71588027676156,80.14764083028467,22414.04114163062,2483.1828084485637,2123.890487705755,19470.382301829635,0.11078693006574504,0.855309758298751,0.868668982036729,1,1,0.855309758298751,0.11078693006574504,0.09475714237719302,0,0,0,0.09475714237719302
M35,N133,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,49.51762963498158,26.71588027676156,80.14764083028467,22414.041141631533,3855.3204262781733,3422.3253882809036,16699.059671290768,0.17200470017507705,0.8876889622336082,0.7450267252465315,1,0.6178301584676313,0.8876889622336082,0.17200470017507705,0.09433443186833906,0,0,0,0.09433443186833906
M36,N134,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,16.348832231730377,26.71588027676156,80.14764083028467,22414.041141633985,1217.6394387518062,971.889755645286,20588.19691196345,0.05432485070664237,0.7981753257282496,0.9185401589060601,1,0.20398394840279305,0.7981753257282496,0.05432485070664237,0.008844898093833814,0,0,0,0.008844898093833814
M37,N135,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,236.8013965278802,26.71588027676156,80.14764083028467,22414.041141633563,3599.5871290353516,2912.4527357466222,17636.615441755224,0.1605951870209251,0.8091074424213552,0.7868556736516209,1,1,0.8091074424213552,0.1605951870209251,0.12993876103567992,0,0,0,0.12993876103567992
M38,N136,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,57.2736419217583,26.71588027676156,80.14764083028467,22414.04114163499,4398.537688255968,3727.916412304428,16348.324192811499,0.19624027904925656,0.847535403017669,0.7293787001418421,1,0.7146017191327835,0.847535403017669,0.19624027904925656,0.11885297524807431,0,0,0,0.11885297524807431
M39,N137,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,275.4153763793836,26.71588027676156,80.14764083028467,22414.041141628848,2336.3308273963617,1946.2690316016958,19015.864758449155,0.10423514495372156,0.8330451358939795,0.8483907314300243,1,1,0.8330451358939795,0.10423514495372156,0.08683258049290163,0,0,0,0.08683258049290163
M4,C16,1,4,0,1,0,intermediate_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,89.15503140493578,26.71588027676156,80.14764083028467,29358.65123600236,17782.2259785794,17329.359215086904,10836.625730946362,0.6056894724364297,0.974532616780485,0.3691118384095746,0.8,1,0.974532616780485,0.6056894724364297,0.47221131722389226,0.2,0,0.10555773655522156,0.47221131722389226
M40,N138,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,83.12103478208843,26.71588027676156,80.14764083028467,22414.041141631773,440.847950070375,168.6582042448868,21926.74407159189,0.019668383192691895,0.38257681411008704,0.9782592943878032,1,1,0.38257681411008704,0.019668383192691895,0.007524667380556447,0,0,0,0.007524667380556447
M41,N140,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,4.619404348238795,26.71588027676156,80.14764083028467,22414.041141631948,7558.592102852499,6823.815218496142,13442.28470169027,0.33722576197172827,0.9027891868805749,0.5997260653154823,1,0.057636186173221735,0.9027891868805749,0.33722576197172827,0.017546977890318605,0,0,0,0.017546977890318605
M42,N141,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,4.619404348238795,26.71588027676156,80.14764083028467,22414.041141628742,7326.587181811176,6588.25348228605,13701.509505025595,0.32687488773293033,0.8992254263542926,0.6112913516330755,1,0.057636186173221735,0.8992254263542926,0.32687488773293033,0.016941246866731784,0,0,0,0.016941246866731784
M43,N142,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,88.54264261653127,26.71588027676156,80.14764083028467,22414.041141631824,9187.635818938244,8520.492889703559,9226.334056457827,0.409905369624451,0.9273868770615047,0.41163188726912975,1,1,0.9273868770615047,0.409905369624451,0.3801408606267614,0,0,0,0.3801408606267614
M44,N143,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,16.909388367298956,26.71588027676156,80.14764083028467,22414.041141630296,6888.143512051971,5428.006570854596,12973.183390067828,0.30731377124397297,0.7880217015451815,0.5787971614798337,1,0.2109779925164005,0.7880217015451815,0.30731377124397297,0.05109252376438879,0,0,0,0.05109252376438879
M45,N144,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,16.909388367298956,26.71588027676156,80.14764083028467,22414.041141632384,6738.383210800526,5506.363230490055,13115.464600352698,0.30063223174354264,0.8171638593756816,0.5851450221527307,1,0.2109779925164005,0.8171638593756816,0.30063223174354264,0.051830076205093785,0,0,0,0.051830076205093785
M46,N145,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,50.14735978906117,26.71588027676156,80.14764083028467,22414.041141632188,19576.630999522116,18666.780562624324,1578.1426570340518,0.8734092560917174,0.9535236457733712,0.07040866245680191,1,0.6256872849850926,0.9535236457733712,0.8734092560917174,0.5210826185175106,0,0,0,0.5210826185175106
M47,N146,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,62.73016153037403,26.71588027676156,80.14764083028467,22414.041141631176,4653.27882083009,3956.8524432761646,15114.890993041427,0.20760552688498585,0.8503364177456079,0.6743492125107006,1,0.7826825703230275,0.8503364177456079,0.20760552688498585,0.13817050754583202,0,0,0,0.13817050754583202
M48,N147,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,72.6918278084064,26.71588027676156,80.14764083028467,22414.0411416311,2979.124751943759,2388.963472399344,16598.908138028608,0.13291332576393067,0.8019011190587576,0.7405584755173106,1,0.9069740176424381,0.8019011190587576,0.13291332576393067,0.09666832432722959,0,0,0,0.09666832432722959
M49,N148,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,44.34767150155206,26.71588027676156,80.14764083028467,22414.0411416337,4614.890692189133,3917.7282289820614,15471.431744035599,0.20589284471406863,0.8489319661705003,0.6902562392150551,1,0.5533247272425615,0.8489319661705003,0.20589284471406863,0.0967150854240816,0,0,0,0.0967150854240816
M5,C3,1,4,0,1,0,intermediate_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,129.6480496178245,26.71588027676156,80.14764083028467,24409.64264622158,0,0,24409.64264622228,0,0,1,0.8,1,0,0,0,0.2,0,0.2,0
M50,N149,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,57.2191490167636,26.71588027676156,80.14764083028467,22414.04114163098,5257.877148673477,4543.053733523247,14291.088063522326,0.2345796153156736,0.864047143944667,0.6375953346930646,1,0.7139218125949218,0.864047143944667,0.2345796153156736,0.14470327486500878,0,0,0,0.14470327486500878
M51,N150,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,51.23994890125999,26.71588027676156,80.14764083028467,22414.041141631507,5439.217387101329,4753.18334665822,14863.384418225804,0.24267009026759603,0.873872656373326,0.6631282741164767,1,0.6393194905107976,0.873872656373326,0.24267009026759603,0.13557585338083966,0,0,0,0.13557585338083966
M52,N151,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,84.22588931941976,26.71588027676156,80.14764083028467,22414.041141629983,1237.7984589321247,625.0531993186371,17024.079094394532,0.05522424319250224,0.5049717058606487,0.7595274313463902,1,1,0.5049717058606487,0.05522424319250224,0.027886680289781172,0,0,0,0.027886680289781172
M53,N152,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,3.7320589360792584,26.71588027676156,80.14764083028467,22414.041141630307,10594.134079261328,10076.238172188197,9699.05639575993,0.4726561360496706,0.9511148430633001,0.43272234285969813,1,0.04656480087769544,0.9511148430633001,0.4726561360496706,0.020933218651621056,0,0,0,0.020933218651621056
M54,N153,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,3.7320589360792584,26.71588027676156,80.14764083028467,22414.04114163034,10669.007496383034,10114.665681696104,9713.277571396655,0.475996605385324,0.9480418572322814,0.433356819059097,1,0.04656480087769544,0.9480418572322814,0.475996605385324,0.02101305116897721,0,0,0,0.02101305116897721
M55,N157,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,25.069327669005503,26.71588027676156,80.14764083028467,22414.041141627647,10466.20265036849,9899.627317609304,9590.989922853054,0.46694848930791527,0.9458661988797591,0.42790096896184165,1,0.3127893398895003,0.9458661988797591,0.46694848930791527,0.13814991568281826,0,0,0,0.13814991568281826
M56,N17,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,9.069888950399541,26.71588027676156,80.14764083028467,22414.041141630118,494.05816651311846,112.13165275872916,21738.341562533533,0.022042351193667296,0.2269604276559444,0.9698537370023118,1,0.11316476513145704,0.2269604276559444,0.022042351193667296,5.661340615938932e-4,0,0,0,5.661340615938932e-4
M57,N18,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,9.069888950399541,26.71588027676156,80.14764083028467,22414.041141632526,438.5802255056014,112.13165275872916,21905.0041194224,0.019567208908659005,0.25566965001548403,0.9772893687937145,1,0.11316476513145704,0.25566965001548403,0.019567208908659005,5.661340615938325e-4,0,0,0,5.661340615938325e-4
M58,N182,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,41.980700293513365,26.71588027676156,80.14764083028467,22414.04114163205,1853.1625654244986,1030.8261470366594,20417.50886182452,0.08267864566298208,0.5562524121031611,0.9109249301724912,1,0.5237920899307431,0.5562524121031611,0.08267864566298208,0.024089300920783107,0,0,0,0.024089300920783107
M59,N19,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,60.02735763725258,26.71588027676156,80.14764083028467,22414.041141631362,5153.971075641502,3798.2600472192316,14869.252730788983,0.22994385720425156,0.7369579672595411,0.6633900882412119,1,0.748959757460142,0.7369579672595411,0.22994385720425156,0.12691793977535343,0,0,0,0.12691793977535343
M6,C4,1,5,0,1,0,intermediate_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,53.10209819794498,26.71588027676156,80.14764083028467,23275.77810958168,1280.3136859710125,735.9765028387483,21518.834942499543,0.055006267886870776,0.5748407682454559,0.9245162435038476,0.6,0.6625534781540291,0.5748407682454559,0.055006267886870776,0.012569903085509737,0.4,0,0.3949720387657961,0.012569903085509737
M60,N20,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,20.17468667529057,26.71588027676156,80.14764083028467,22414.041141632337,7507.6470277925,6886.228232839162,14063.77779754423,0.3349528530063965,0.9172285547451935,0.6274539119776066,1,0.2517190333525992,0.9172285547451935,0.3349528530063965,0.07733521604883671,0,0,0,0.07733521604883671
M61,N206,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,55.2102734353246,26.71588027676156,80.14764083028467,22414.041141632122,347.34772918956725,60.9772384183774,21791.247334454703,0.01549688103964435,0.17555099197179055,0.9722141222440859,1,0.688857124968085,0.17555099197179055,0.01549688103964435,0.0018740308755549233,0,0,0,0.0018740308755549233
M62,N207,1,1,0,0,1,small_or_isolated_candidate,40,4,26.71588027676156,26.71588027676156,13.35794013838078,106.86352110704624,80.14764083028467,26.71588027676156,288.87548870201584,26.71588027676156,80.14764083028467,22414.041141630267,405.61659723375925,90.94618614571792,22117.847799483745,0.018096540229882753,0.22421712219360956,0.9867853663569666,1,1,0.22421712219360956,0.018096540229882753,0.004057554172005193,0,0,0,0.004057554172005193
