n_no_data_cells,score_min,score_q25,score_median,score_q75,score_q95,score_max,cost_median,barrier_median
2570,4.805913787554468e-7,0.061198929312886244,0.24702244997024536,0.6674314459483947,1,1,0.4774317177659757,0.0030456852791878168
