eps_m,min_pts,n_points,n_clusters,noise_count,clustered_count,noise_ratio,clustered_ratio,n_dense_clusters,n_intermediate_clusters,n_small_clusters,max_cluster_size,median_cluster_size,core_point_count,core_point_ratio,score_clustered_ratio,score_noise_ratio,score_dense_presence,score_not_overmerged,parameter_score,interpretation,selected_d_adj_m,validation_note
40,4,312,16,92,220,0.2948717948717949,0.7051282051282052,7,9,0,73,7,0,0,0.9948717948717948,0.9948717948717949,1,1,0.9971794871794871,候補として検討可能,26.71588027676156,QGISでinterim_shuseki_points_groupedとinterim_group_geometriesを確認し、 dense_candidateが密集範囲を拾い、small_or_isolated_candidateが孤立点を過剰に吸収していないか確認する。 その後、macro clusterで大きな集石集中域構造が復元されるか確認する。
