edge_id,from_node_id,to_node_id,from_grid_id,to_grid_id,distance_m,azimuth_deg,orientation_deg,direction_bin,interval_fit,from_shuseki_count,to_shuseki_count
E30,G75103,G76980,75103,76980,20,270,90,90,0.6,1,1
E31,G75103,G76982,75103,76982,22.360679774997898,243.43494882292202,63.434948822922024,45,0.6944271909999159,1,1
E32,G75103,G77015,75103,77015,20,270,90,90,0.6,1,1
E33,G75103,G77457,75103,77457,22.360679774997898,296.565051177078,116.56505117707798,112.5,0.6944271909999159,1,1
E34,G75103,G78000,75103,78000,20,270,90,90,0.6,1,1
E35,G75533,G81287,75533,81287,44.721359549995796,243.43494882292202,63.434948822922024,45,0.41114561800016813,1,1
E36,G75534,G77030,75534,77030,20,0,0,0,0.6,1,1
E37,G75534,G77457,75534,77457,22.360679774997898,333.434948822922,153.43494882292202,135,0.6944271909999159,1,1
E38,G75534,G80889,75534,80889,44.721359549995796,243.43494882292202,63.434948822922024,45,0.41114561800016813,1,1
E39,G75534,G81287,75534,81287,41.23105625617661,255.9637565320735,75.96375653207349,67.5,0.5507577497529357,1,1
