group_id_1,group_id_2,n_shuseki_1,n_shuseki_2,interim_group_type_1,interim_group_type_2,centroid_distance_m,both_linkable_size,at_least_one_dense,centroid_preselect,pair_size_score_pre,evaluate_pair,evaluate_order,detailed_evaluation_selected,pair_generation_method
C12,C16,10,4,dense_candidate,intermediate_candidate,712.609217594015,TRUE,TRUE,FALSE,0.875,FALSE,NA,FALSE,all_pairs_combn
C12,C3,10,4,dense_candidate,intermediate_candidate,822.1078014619342,TRUE,TRUE,FALSE,0.875,FALSE,NA,FALSE,all_pairs_combn
C12,C8,10,4,dense_candidate,intermediate_candidate,943.3978095923748,TRUE,TRUE,FALSE,0.875,FALSE,NA,FALSE,all_pairs_combn
C14,C7,7,7,intermediate_candidate,intermediate_candidate,955.0971810281643,TRUE,FALSE,FALSE,0.875,FALSE,NA,FALSE,all_pairs_combn
C11,C5,9,5,dense_candidate,intermediate_candidate,990.9700230121166,TRUE,TRUE,FALSE,0.875,FALSE,NA,FALSE,all_pairs_combn
C11,C9,9,4,dense_candidate,intermediate_candidate,667.4943813189263,TRUE,TRUE,FALSE,0.8125,FALSE,NA,FALSE,all_pairs_combn
C11,C3,9,4,dense_candidate,intermediate_candidate,669.6256944351647,TRUE,TRUE,FALSE,0.8125,FALSE,NA,FALSE,all_pairs_combn
C11,C8,9,4,dense_candidate,intermediate_candidate,823.0456311493467,TRUE,TRUE,FALSE,0.8125,FALSE,NA,FALSE,all_pairs_combn
C14,C15,7,5,intermediate_candidate,intermediate_candidate,223.50123370420593,TRUE,FALSE,TRUE,0.75,FALSE,NA,FALSE,all_pairs_combn
C5,C7,5,7,intermediate_candidate,intermediate_candidate,293.2545624816613,TRUE,FALSE,TRUE,0.75,FALSE,NA,FALSE,all_pairs_combn
C14,C4,7,5,intermediate_candidate,intermediate_candidate,652.3697120322797,TRUE,FALSE,FALSE,0.75,FALSE,NA,FALSE,all_pairs_combn
C4,C7,5,7,intermediate_candidate,intermediate_candidate,676.5381183759607,TRUE,FALSE,FALSE,0.75,FALSE,NA,FALSE,all_pairs_combn
C15,C7,5,7,intermediate_candidate,intermediate_candidate,744.5503027114867,TRUE,FALSE,FALSE,0.75,FALSE,NA,FALSE,all_pairs_combn
C14,C5,7,5,intermediate_candidate,intermediate_candidate,1119.0914477892893,TRUE,FALSE,FALSE,0.75,FALSE,NA,FALSE,all_pairs_combn
C12,N129,10,1,dense_candidate,small_or_isolated_candidate,116.79464854418678,FALSE,TRUE,TRUE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C7,C8,7,4,intermediate_candidate,intermediate_candidate,141.68157658323793,TRUE,FALSE,TRUE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N125,10,1,dense_candidate,small_or_isolated_candidate,144.40399090803362,FALSE,TRUE,TRUE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N134,10,1,dense_candidate,small_or_isolated_candidate,150.84620801096565,FALSE,TRUE,TRUE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N124,10,1,dense_candidate,small_or_isolated_candidate,152.8474490094476,FALSE,TRUE,TRUE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N119,10,1,dense_candidate,small_or_isolated_candidate,166.4222360005167,FALSE,TRUE,TRUE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N117,10,1,dense_candidate,small_or_isolated_candidate,167.74207643122196,FALSE,TRUE,TRUE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N118,10,1,dense_candidate,small_or_isolated_candidate,181.47596695979425,FALSE,TRUE,TRUE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C3,C7,4,7,intermediate_candidate,intermediate_candidate,182.57377164533395,TRUE,FALSE,TRUE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N126,10,1,dense_candidate,small_or_isolated_candidate,190.693953140992,FALSE,TRUE,TRUE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C14,C16,7,4,intermediate_candidate,intermediate_candidate,203.49420913893923,TRUE,FALSE,TRUE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N143,10,1,dense_candidate,small_or_isolated_candidate,209.045273581972,FALSE,TRUE,TRUE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N144,10,1,dense_candidate,small_or_isolated_candidate,212.75590807516298,FALSE,TRUE,TRUE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N292,10,1,dense_candidate,small_or_isolated_candidate,239.83166224228754,FALSE,TRUE,TRUE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N211,10,1,dense_candidate,small_or_isolated_candidate,258.768504483615,FALSE,TRUE,TRUE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N149,10,1,dense_candidate,small_or_isolated_candidate,264.33369237037476,FALSE,TRUE,TRUE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N138,10,1,dense_candidate,small_or_isolated_candidate,273.7120280304916,FALSE,TRUE,TRUE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N147,10,1,dense_candidate,small_or_isolated_candidate,288.8535390783957,FALSE,TRUE,TRUE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N148,10,1,dense_candidate,small_or_isolated_candidate,313.54425464650507,FALSE,TRUE,TRUE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N212,10,1,dense_candidate,small_or_isolated_candidate,320.8665608056018,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N146,10,1,dense_candidate,small_or_isolated_candidate,326.15663550582013,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N133,10,1,dense_candidate,small_or_isolated_candidate,351.86709982107595,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N136,10,1,dense_candidate,small_or_isolated_candidate,360.5394487494858,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N142,10,1,dense_candidate,small_or_isolated_candidate,380.95699916812663,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N157,10,1,dense_candidate,small_or_isolated_candidate,399.04667775507596,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N122,10,1,dense_candidate,small_or_isolated_candidate,405.42648698760144,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N121,10,1,dense_candidate,small_or_isolated_candidate,405.9285563028125,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N123,10,1,dense_candidate,small_or_isolated_candidate,407.9559139985141,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N150,10,1,dense_candidate,small_or_isolated_candidate,412.6867163378564,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N152,10,1,dense_candidate,small_or_isolated_candidate,421.5965104763784,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N153,10,1,dense_candidate,small_or_isolated_candidate,425.19955121501494,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N207,10,1,dense_candidate,small_or_isolated_candidate,435.039464285995,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N259,10,1,dense_candidate,small_or_isolated_candidate,454.01455630069864,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N182,10,1,dense_candidate,small_or_isolated_candidate,482.22519065645747,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N114,10,1,dense_candidate,small_or_isolated_candidate,493.21553114333426,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N141,10,1,dense_candidate,small_or_isolated_candidate,498.1117184103354,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N140,10,1,dense_candidate,small_or_isolated_candidate,501.68581010864847,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N120,10,1,dense_candidate,small_or_isolated_candidate,515.4035173773057,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N135,10,1,dense_candidate,small_or_isolated_candidate,521.7789690194392,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N206,10,1,dense_candidate,small_or_isolated_candidate,544.4356270258558,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N48,10,1,dense_candidate,small_or_isolated_candidate,555.1861460326317,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N294,10,1,dense_candidate,small_or_isolated_candidate,566.3723728495363,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N151,10,1,dense_candidate,small_or_isolated_candidate,569.3686807734537,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N69,10,1,dense_candidate,small_or_isolated_candidate,586.0036350652589,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N131,10,1,dense_candidate,small_or_isolated_candidate,601.089955604019,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N145,10,1,dense_candidate,small_or_isolated_candidate,616.2351405817849,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C14,C9,7,4,intermediate_candidate,intermediate_candidate,617.0430696759653,TRUE,FALSE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N111,10,1,dense_candidate,small_or_isolated_candidate,619.2731314301291,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N112,10,1,dense_candidate,small_or_isolated_candidate,621.1269786727372,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N110,10,1,dense_candidate,small_or_isolated_candidate,639.4340089224634,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N113,10,1,dense_candidate,small_or_isolated_candidate,649.0037460219323,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N296,10,1,dense_candidate,small_or_isolated_candidate,649.7024386671641,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N308,10,1,dense_candidate,small_or_isolated_candidate,649.9575075913316,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N307,10,1,dense_candidate,small_or_isolated_candidate,657.5750541218262,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N300,10,1,dense_candidate,small_or_isolated_candidate,749.2002803301742,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N304,10,1,dense_candidate,small_or_isolated_candidate,770.6446982440464,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N305,10,1,dense_candidate,small_or_isolated_candidate,773.9702104181971,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N137,10,1,dense_candidate,small_or_isolated_candidate,776.3739980676071,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N18,10,1,dense_candidate,small_or_isolated_candidate,779.0415885117189,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N17,10,1,dense_candidate,small_or_isolated_candidate,786.1289489140377,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C14,C3,7,4,intermediate_candidate,intermediate_candidate,796.0401125111014,TRUE,FALSE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N11,10,1,dense_candidate,small_or_isolated_candidate,836.0216630599475,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N107,10,1,dense_candidate,small_or_isolated_candidate,871.80510212946,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N128,10,1,dense_candidate,small_or_isolated_candidate,887.5361336874737,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N127,10,1,dense_candidate,small_or_isolated_candidate,890.2824348170308,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N104,10,1,dense_candidate,small_or_isolated_candidate,892.3631611402689,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N96,10,1,dense_candidate,small_or_isolated_candidate,911.883902279601,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N51,10,1,dense_candidate,small_or_isolated_candidate,912.925141029915,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N52,10,1,dense_candidate,small_or_isolated_candidate,913.9158518744744,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N132,10,1,dense_candidate,small_or_isolated_candidate,929.5830514255935,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N30,10,1,dense_candidate,small_or_isolated_candidate,946.3055794269859,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C14,C8,7,4,intermediate_candidate,intermediate_candidate,950.3774223173154,TRUE,FALSE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N32,10,1,dense_candidate,small_or_isolated_candidate,952.7577073243629,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N34,10,1,dense_candidate,small_or_isolated_candidate,974.2437701333924,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N49,10,1,dense_candidate,small_or_isolated_candidate,975.9976449282793,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N50,10,1,dense_candidate,small_or_isolated_candidate,978.5343385872718,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N19,10,1,dense_candidate,small_or_isolated_candidate,991.7111234503703,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N21,10,1,dense_candidate,small_or_isolated_candidate,999.471364900614,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N33,10,1,dense_candidate,small_or_isolated_candidate,1007.8470493148408,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N20,10,1,dense_candidate,small_or_isolated_candidate,1016.6234374108308,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N92,10,1,dense_candidate,small_or_isolated_candidate,1017.9582116169706,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N95,10,1,dense_candidate,small_or_isolated_candidate,1019.3183455266643,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N24,10,1,dense_candidate,small_or_isolated_candidate,1027.6285547821867,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N94,10,1,dense_candidate,small_or_isolated_candidate,1032.360765554048,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C16,C7,4,7,intermediate_candidate,intermediate_candidate,1046.8009179034464,TRUE,FALSE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N62,10,1,dense_candidate,small_or_isolated_candidate,1072.1939276758087,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N61,10,1,dense_candidate,small_or_isolated_candidate,1074.7312076070239,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N10,10,1,dense_candidate,small_or_isolated_candidate,1077.087645849904,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N65,10,1,dense_candidate,small_or_isolated_candidate,1080.6875497309427,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N66,10,1,dense_candidate,small_or_isolated_candidate,1084.0607751342495,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N63,10,1,dense_candidate,small_or_isolated_candidate,1084.8682214319044,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N22,10,1,dense_candidate,small_or_isolated_candidate,1098.8627392347,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N93,10,1,dense_candidate,small_or_isolated_candidate,1103.5757143633243,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C7,C9,7,4,intermediate_candidate,intermediate_candidate,1166.4087200058764,TRUE,FALSE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N36,10,1,dense_candidate,small_or_isolated_candidate,1194.0551619990792,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N35,10,1,dense_candidate,small_or_isolated_candidate,1215.8864646391014,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N31,10,1,dense_candidate,small_or_isolated_candidate,1243.590754209961,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N71,10,1,dense_candidate,small_or_isolated_candidate,1264.8533365350536,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N68,10,1,dense_candidate,small_or_isolated_candidate,1314.2957326128687,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C12,N67,10,1,dense_candidate,small_or_isolated_candidate,1538.396490586961,FALSE,TRUE,FALSE,0.6875,FALSE,NA,FALSE,all_pairs_combn
C11,N308,9,1,dense_candidate,small_or_isolated_candidate,142.13533473880028,FALSE,TRUE,TRUE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N307,9,1,dense_candidate,small_or_isolated_candidate,155.77664907562433,FALSE,TRUE,TRUE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N145,9,1,dense_candidate,small_or_isolated_candidate,159.82970641455387,FALSE,TRUE,TRUE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N305,9,1,dense_candidate,small_or_isolated_candidate,180.78144368382684,FALSE,TRUE,TRUE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N294,9,1,dense_candidate,small_or_isolated_candidate,207.61836281158037,FALSE,TRUE,TRUE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N304,9,1,dense_candidate,small_or_isolated_candidate,214.32062455686125,FALSE,TRUE,TRUE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N300,9,1,dense_candidate,small_or_isolated_candidate,215.84288588966217,FALSE,TRUE,TRUE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N132,9,1,dense_candidate,small_or_isolated_candidate,244.720018192976,FALSE,TRUE,TRUE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N140,9,1,dense_candidate,small_or_isolated_candidate,271.96103168483694,FALSE,TRUE,TRUE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N141,9,1,dense_candidate,small_or_isolated_candidate,275.5771720102123,FALSE,TRUE,TRUE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N128,9,1,dense_candidate,small_or_isolated_candidate,312.48574205411046,FALSE,TRUE,TRUE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N127,9,1,dense_candidate,small_or_isolated_candidate,313.245954073715,FALSE,TRUE,TRUE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N18,9,1,dense_candidate,small_or_isolated_candidate,330.1023305578015,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N17,9,1,dense_candidate,small_or_isolated_candidate,337.2963010208544,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N11,9,1,dense_candidate,small_or_isolated_candidate,352.72016525295237,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N296,9,1,dense_candidate,small_or_isolated_candidate,383.066851988424,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N24,9,1,dense_candidate,small_or_isolated_candidate,388.77045889423687,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N19,9,1,dense_candidate,small_or_isolated_candidate,395.72881016642054,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N142,9,1,dense_candidate,small_or_isolated_candidate,411.2133376834895,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N259,9,1,dense_candidate,small_or_isolated_candidate,438.314349560789,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N146,9,1,dense_candidate,small_or_isolated_candidate,447.70226401955017,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N10,9,1,dense_candidate,small_or_isolated_candidate,451.8302586868067,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N30,9,1,dense_candidate,small_or_isolated_candidate,460.30453677259396,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N150,9,1,dense_candidate,small_or_isolated_candidate,485.06254938487575,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N153,9,1,dense_candidate,small_or_isolated_candidate,492.09583489248905,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N152,9,1,dense_candidate,small_or_isolated_candidate,492.7423697412889,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N157,9,1,dense_candidate,small_or_isolated_candidate,493.47237028067616,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N136,9,1,dense_candidate,small_or_isolated_candidate,494.4220983780695,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N22,9,1,dense_candidate,small_or_isolated_candidate,495.0465209547215,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N149,9,1,dense_candidate,small_or_isolated_candidate,509.3243158775086,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N147,9,1,dense_candidate,small_or_isolated_candidate,511.0007293910288,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N51,9,1,dense_candidate,small_or_isolated_candidate,524.8733790535039,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N52,9,1,dense_candidate,small_or_isolated_candidate,525.3342616152472,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N148,9,1,dense_candidate,small_or_isolated_candidate,537.2935995548112,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N48,9,1,dense_candidate,small_or_isolated_candidate,540.8568327128952,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N121,9,1,dense_candidate,small_or_isolated_candidate,543.5621409596016,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N21,9,1,dense_candidate,small_or_isolated_candidate,543.7526862308126,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N123,9,1,dense_candidate,small_or_isolated_candidate,545.0518557162383,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N122,9,1,dense_candidate,small_or_isolated_candidate,547.0894508039353,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N292,9,1,dense_candidate,small_or_isolated_candidate,557.3043977127475,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N20,9,1,dense_candidate,small_or_isolated_candidate,562.9633937640651,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N144,9,1,dense_candidate,small_or_isolated_candidate,564.1514314232787,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N143,9,1,dense_candidate,small_or_isolated_candidate,565.324530063504,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N212,9,1,dense_candidate,small_or_isolated_candidate,569.815916835151,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N49,9,1,dense_candidate,small_or_isolated_candidate,569.8903705255075,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N131,9,1,dense_candidate,small_or_isolated_candidate,570.191317905052,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N50,9,1,dense_candidate,small_or_isolated_candidate,572.7227199825162,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C15,C4,5,5,intermediate_candidate,intermediate_candidate,583.017212507367,TRUE,FALSE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N133,9,1,dense_candidate,small_or_isolated_candidate,593.7534139075427,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N65,9,1,dense_candidate,small_or_isolated_candidate,617.9200361112888,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N113,9,1,dense_candidate,small_or_isolated_candidate,634.3929002884452,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N61,9,1,dense_candidate,small_or_isolated_candidate,636.8207475896675,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N119,9,1,dense_candidate,small_or_isolated_candidate,655.7897851579401,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C4,C5,5,5,intermediate_candidate,intermediate_candidate,658.679425793184,TRUE,FALSE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N62,9,1,dense_candidate,small_or_isolated_candidate,687.5159069382775,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N66,9,1,dense_candidate,small_or_isolated_candidate,688.757154796482,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N63,9,1,dense_candidate,small_or_isolated_candidate,689.7423636859942,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N138,9,1,dense_candidate,small_or_isolated_candidate,711.6112377435605,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N110,9,1,dense_candidate,small_or_isolated_candidate,715.8262921765307,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N126,9,1,dense_candidate,small_or_isolated_candidate,723.4854961891002,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N118,9,1,dense_candidate,small_or_isolated_candidate,784.4546068535532,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N112,9,1,dense_candidate,small_or_isolated_candidate,789.4376719040239,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
C11,N111,9,1,dense_candidate,small_or_isolated_candidate,791.2013387295119,FALSE,TRUE,FALSE,0.625,FALSE,NA,FALSE,all_pairs_combn
