group_id_1,group_id_2,n_shuseki_1,n_shuseki_2,interim_group_type_1,interim_group_type_2,centroid_distance_m,both_linkable_size,at_least_one_dense,centroid_preselect,pair_size_score_pre,evaluate_pair,evaluate_order,detailed_evaluation_selected,pair_generation_method
N30,N96,1,1,small_or_isolated_candidate,small_or_isolated_candidate,519.7183245206993,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N111,N51,1,1,small_or_isolated_candidate,small_or_isolated_candidate,519.7994944603066,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N133,N305,1,1,small_or_isolated_candidate,small_or_isolated_candidate,519.8416238898176,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N111,N52,1,1,small_or_isolated_candidate,small_or_isolated_candidate,520.6034795861426,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N104,N121,1,1,small_or_isolated_candidate,small_or_isolated_candidate,520.6153499599302,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N48,N62,1,1,small_or_isolated_candidate,small_or_isolated_candidate,520.7060025056824,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N122,N153,1,1,small_or_isolated_candidate,small_or_isolated_candidate,520.8145449373383,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N149,N305,1,1,small_or_isolated_candidate,small_or_isolated_candidate,521.2697338767885,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N123,N153,1,1,small_or_isolated_candidate,small_or_isolated_candidate,521.2815594117933,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N110,N62,1,1,small_or_isolated_candidate,small_or_isolated_candidate,521.3849906727523,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N110,N21,1,1,small_or_isolated_candidate,small_or_isolated_candidate,521.6252213122054,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N33,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,521.8067139249581,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N149,N304,1,1,small_or_isolated_candidate,small_or_isolated_candidate,522.5071006909442,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N138,N157,1,1,small_or_isolated_candidate,small_or_isolated_candidate,522.9652059111899,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N113,N140,1,1,small_or_isolated_candidate,small_or_isolated_candidate,523.2099782589647,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N118,N140,1,1,small_or_isolated_candidate,small_or_isolated_candidate,523.2458154992028,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N107,N150,1,1,small_or_isolated_candidate,small_or_isolated_candidate,523.9191727825925,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N114,N135,1,1,small_or_isolated_candidate,small_or_isolated_candidate,524.3975286619102,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N19,N48,1,1,small_or_isolated_candidate,small_or_isolated_candidate,524.6809162172772,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N113,N141,1,1,small_or_isolated_candidate,small_or_isolated_candidate,525.372635855457,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N114,N125,1,1,small_or_isolated_candidate,small_or_isolated_candidate,525.4922271535978,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N124,N157,1,1,small_or_isolated_candidate,small_or_isolated_candidate,526.1285577496986,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N133,N138,1,1,small_or_isolated_candidate,small_or_isolated_candidate,526.3387712368382,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N117,N141,1,1,small_or_isolated_candidate,small_or_isolated_candidate,526.4826796604287,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N145,N30,1,1,small_or_isolated_candidate,small_or_isolated_candidate,526.6859876677262,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N129,N152,1,1,small_or_isolated_candidate,small_or_isolated_candidate,526.7359848568775,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N259,N49,1,1,small_or_isolated_candidate,small_or_isolated_candidate,527.2283000551994,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N120,N133,1,1,small_or_isolated_candidate,small_or_isolated_candidate,527.4429750862577,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N138,N294,1,1,small_or_isolated_candidate,small_or_isolated_candidate,527.8135572894957,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N126,N294,1,1,small_or_isolated_candidate,small_or_isolated_candidate,528.3811536034275,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N126,N207,1,1,small_or_isolated_candidate,small_or_isolated_candidate,528.5730819296144,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N113,N294,1,1,small_or_isolated_candidate,small_or_isolated_candidate,528.8132952069043,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N211,N212,1,1,small_or_isolated_candidate,small_or_isolated_candidate,529.6875108684021,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N129,N48,1,1,small_or_isolated_candidate,small_or_isolated_candidate,529.6908685410034,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N259,N50,1,1,small_or_isolated_candidate,small_or_isolated_candidate,529.9090936585874,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N142,N18,1,1,small_or_isolated_candidate,small_or_isolated_candidate,529.9413251756048,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N125,N157,1,1,small_or_isolated_candidate,small_or_isolated_candidate,530.0290469957457,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N110,N20,1,1,small_or_isolated_candidate,small_or_isolated_candidate,530.0579195155556,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N129,N153,1,1,small_or_isolated_candidate,small_or_isolated_candidate,530.4225317662816,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N34,N96,1,1,small_or_isolated_candidate,small_or_isolated_candidate,530.7943020232303,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N117,N140,1,1,small_or_isolated_candidate,small_or_isolated_candidate,530.8006765388911,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N30,N95,1,1,small_or_isolated_candidate,small_or_isolated_candidate,531.180433739135,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N125,N48,1,1,small_or_isolated_candidate,small_or_isolated_candidate,531.4386590193191,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N30,N94,1,1,small_or_isolated_candidate,small_or_isolated_candidate,531.4946677246737,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N113,N149,1,1,small_or_isolated_candidate,small_or_isolated_candidate,531.5004599354834,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N11,N305,1,1,small_or_isolated_candidate,small_or_isolated_candidate,531.9865132264051,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N48,N61,1,1,small_or_isolated_candidate,small_or_isolated_candidate,532.049267661134,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N24,N294,1,1,small_or_isolated_candidate,small_or_isolated_candidate,532.1983166882137,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N292,N296,1,1,small_or_isolated_candidate,small_or_isolated_candidate,532.625469738071,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N18,N300,1,1,small_or_isolated_candidate,small_or_isolated_candidate,532.6840318796785,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N121,N133,1,1,small_or_isolated_candidate,small_or_isolated_candidate,532.8710872404138,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N137,N153,1,1,small_or_isolated_candidate,small_or_isolated_candidate,533.0020170422636,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N113,N145,1,1,small_or_isolated_candidate,small_or_isolated_candidate,533.2397194794681,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N110,N144,1,1,small_or_isolated_candidate,small_or_isolated_candidate,533.3327567353441,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N48,N66,1,1,small_or_isolated_candidate,small_or_isolated_candidate,533.4066663857342,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N48,N63,1,1,small_or_isolated_candidate,small_or_isolated_candidate,534.156272641968,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N120,N137,1,1,small_or_isolated_candidate,small_or_isolated_candidate,534.2604471030362,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N110,N134,1,1,small_or_isolated_candidate,small_or_isolated_candidate,534.5163813105205,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N122,N133,1,1,small_or_isolated_candidate,small_or_isolated_candidate,534.8301802406638,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N111,N33,1,1,small_or_isolated_candidate,small_or_isolated_candidate,534.9892145582453,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N137,N152,1,1,small_or_isolated_candidate,small_or_isolated_candidate,535.0302905528881,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N150,N30,1,1,small_or_isolated_candidate,small_or_isolated_candidate,535.817831009581,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N123,N133,1,1,small_or_isolated_candidate,small_or_isolated_candidate,535.8610130689461,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N294,N30,1,1,small_or_isolated_candidate,small_or_isolated_candidate,535.893052660596,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N19,N307,1,1,small_or_isolated_candidate,small_or_isolated_candidate,536.0432496859814,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N111,N125,1,1,small_or_isolated_candidate,small_or_isolated_candidate,536.2870850866217,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N110,N66,1,1,small_or_isolated_candidate,small_or_isolated_candidate,536.3128973889886,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N112,N33,1,1,small_or_isolated_candidate,small_or_isolated_candidate,536.42247604224406,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N18,N304,1,1,small_or_isolated_candidate,small_or_isolated_candidate,536.4275568189934,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N24,N307,1,1,small_or_isolated_candidate,small_or_isolated_candidate,536.7107877420062,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N110,N63,1,1,small_or_isolated_candidate,small_or_isolated_candidate,536.7973476009656,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N117,N152,1,1,small_or_isolated_candidate,small_or_isolated_candidate,537.4487869663728,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N259,N305,1,1,small_or_isolated_candidate,small_or_isolated_candidate,537.5193616600807,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N112,N17,1,1,small_or_isolated_candidate,small_or_isolated_candidate,537.789840520282,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N112,N18,1,1,small_or_isolated_candidate,small_or_isolated_candidate,537.9185153141335,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N112,N125,1,1,small_or_isolated_candidate,small_or_isolated_candidate,538.6725238470102,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N142,N17,1,1,small_or_isolated_candidate,small_or_isolated_candidate,538.7862964081754,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N259,N300,1,1,small_or_isolated_candidate,small_or_isolated_candidate,539.138400564323,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N182,N212,1,1,small_or_isolated_candidate,small_or_isolated_candidate,539.1900356876037,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N18,N292,1,1,small_or_isolated_candidate,small_or_isolated_candidate,539.7251938511301,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N118,N152,1,1,small_or_isolated_candidate,small_or_isolated_candidate,539.8394606473514,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N134,N152,1,1,small_or_isolated_candidate,small_or_isolated_candidate,540.3148127135441,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N111,N17,1,1,small_or_isolated_candidate,small_or_isolated_candidate,540.4185468640867,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N111,N18,1,1,small_or_isolated_candidate,small_or_isolated_candidate,540.5117505378631,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N17,N300,1,1,small_or_isolated_candidate,small_or_isolated_candidate,540.7234461649306,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N117,N153,1,1,small_or_isolated_candidate,small_or_isolated_candidate,541.1806848365798,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N17,N96,1,1,small_or_isolated_candidate,small_or_isolated_candidate,542.7166531680404,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N123,N96,1,1,small_or_isolated_candidate,small_or_isolated_candidate,543.1590520639074,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N48,N65,1,1,small_or_isolated_candidate,small_or_isolated_candidate,543.4245351808231,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N118,N153,1,1,small_or_isolated_candidate,small_or_isolated_candidate,543.5703873412481,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N111,N144,1,1,small_or_isolated_candidate,small_or_isolated_candidate,543.6074334081607,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N132,N24,1,1,small_or_isolated_candidate,small_or_isolated_candidate,543.934024787036,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N134,N153,1,1,small_or_isolated_candidate,small_or_isolated_candidate,544.0379067321758,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N17,N304,1,1,small_or_isolated_candidate,small_or_isolated_candidate,544.2940598609416,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N112,N144,1,1,small_or_isolated_candidate,small_or_isolated_candidate,544.4101545819204,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N122,N96,1,1,small_or_isolated_candidate,small_or_isolated_candidate,544.5483206604274,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N19,N259,1,1,small_or_isolated_candidate,small_or_isolated_candidate,544.9717992559843,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N134,N141,1,1,small_or_isolated_candidate,small_or_isolated_candidate,545.8160033687719,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N121,N96,1,1,small_or_isolated_candidate,small_or_isolated_candidate,546.0778049292818,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N307,N48,1,1,small_or_isolated_candidate,small_or_isolated_candidate,546.1275883808045,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N110,N124,1,1,small_or_isolated_candidate,small_or_isolated_candidate,546.6871338581122,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N135,N142,1,1,small_or_isolated_candidate,small_or_isolated_candidate,546.7771476091351,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N21,N259,1,1,small_or_isolated_candidate,small_or_isolated_candidate,546.8816585112412,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N17,N292,1,1,small_or_isolated_candidate,small_or_isolated_candidate,546.9554557315824,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N111,N129,1,1,small_or_isolated_candidate,small_or_isolated_candidate,547.3497956079304,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N119,N308,1,1,small_or_isolated_candidate,small_or_isolated_candidate,547.6949463825495,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N18,N96,1,1,small_or_isolated_candidate,small_or_isolated_candidate,547.703398573617,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N137,N212,1,1,small_or_isolated_candidate,small_or_isolated_candidate,547.7250368990092,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N138,N152,1,1,small_or_isolated_candidate,small_or_isolated_candidate,547.9671042647497,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N149,N18,1,1,small_or_isolated_candidate,small_or_isolated_candidate,548.3580165712202,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N132,N142,1,1,small_or_isolated_candidate,small_or_isolated_candidate,548.62793634872,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N131,N132,1,1,small_or_isolated_candidate,small_or_isolated_candidate,548.731073046917,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N110,N69,1,1,small_or_isolated_candidate,small_or_isolated_candidate,549.1592490859714,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N112,N129,1,1,small_or_isolated_candidate,small_or_isolated_candidate,549.6213113707578,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N134,N140,1,1,small_or_isolated_candidate,small_or_isolated_candidate,550.0487977877539,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N104,N259,1,1,small_or_isolated_candidate,small_or_isolated_candidate,550.1178570461939,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N11,N96,1,1,small_or_isolated_candidate,small_or_isolated_candidate,550.1580560000605,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N110,N143,1,1,small_or_isolated_candidate,small_or_isolated_candidate,550.166444135415,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N124,N152,1,1,small_or_isolated_candidate,small_or_isolated_candidate,550.2645397647731,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N120,N212,1,1,small_or_isolated_candidate,small_or_isolated_candidate,551.2980530938333,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N138,N153,1,1,small_or_isolated_candidate,small_or_isolated_candidate,551.587727036129,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N30,N308,1,1,small_or_isolated_candidate,small_or_isolated_candidate,551.9357103347892,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N137,N157,1,1,small_or_isolated_candidate,small_or_isolated_candidate,552.4523310516604,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N129,N182,1,1,small_or_isolated_candidate,small_or_isolated_candidate,552.9134716890951,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N104,N150,1,1,small_or_isolated_candidate,small_or_isolated_candidate,553.2674431662801,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N114,N124,1,1,small_or_isolated_candidate,small_or_isolated_candidate,553.6010300247402,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N125,N152,1,1,small_or_isolated_candidate,small_or_isolated_candidate,553.7785472247208,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N207,N69,1,1,small_or_isolated_candidate,small_or_isolated_candidate,553.8797442407664,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N124,N153,1,1,small_or_isolated_candidate,small_or_isolated_candidate,553.9804562016851,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N104,N34,1,1,small_or_isolated_candidate,small_or_isolated_candidate,554.1609642736797,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N110,N149,1,1,small_or_isolated_candidate,small_or_isolated_candidate,554.1893819394522,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N259,N304,1,1,small_or_isolated_candidate,small_or_isolated_candidate,554.5535418267027,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N136,N51,1,1,small_or_isolated_candidate,small_or_isolated_candidate,554.868948190147,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N136,N52,1,1,small_or_isolated_candidate,small_or_isolated_candidate,555.8531967351726,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N149,N17,1,1,small_or_isolated_candidate,small_or_isolated_candidate,556.4199615436587,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N110,N61,1,1,small_or_isolated_candidate,small_or_isolated_candidate,556.4776503533768,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N140,N19,1,1,small_or_isolated_candidate,small_or_isolated_candidate,556.7984919021343,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N34,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,556.9893599097034,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N123,N30,1,1,small_or_isolated_candidate,small_or_isolated_candidate,557.2174722175038,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N125,N153,1,1,small_or_isolated_candidate,small_or_isolated_candidate,557.471991551808,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N141,N19,1,1,small_or_isolated_candidate,small_or_isolated_candidate,557.609504748112,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N143,N300,1,1,small_or_isolated_candidate,small_or_isolated_candidate,557.8327052691169,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N129,N141,1,1,small_or_isolated_candidate,small_or_isolated_candidate,558.1412114588373,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N121,N30,1,1,small_or_isolated_candidate,small_or_isolated_candidate,558.2310158986062,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N24,N305,1,1,small_or_isolated_candidate,small_or_isolated_candidate,558.7719701547373,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N131,N292,1,1,small_or_isolated_candidate,small_or_isolated_candidate,559.126936874231,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N112,N49,1,1,small_or_isolated_candidate,small_or_isolated_candidate,559.2111194943311,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N119,N69,1,1,small_or_isolated_candidate,small_or_isolated_candidate,559.3483557008768,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N11,N92,1,1,small_or_isolated_candidate,small_or_isolated_candidate,559.470150185827,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N122,N30,1,1,small_or_isolated_candidate,small_or_isolated_candidate,560.0666629348921,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N113,N143,1,1,small_or_isolated_candidate,small_or_isolated_candidate,560.1552307325788,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N136,N296,1,1,small_or_isolated_candidate,small_or_isolated_candidate,560.19400114068,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N112,N50,1,1,small_or_isolated_candidate,small_or_isolated_candidate,560.3006710453673,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N111,N143,1,1,small_or_isolated_candidate,small_or_isolated_candidate,560.4714301703863,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N141,N30,1,1,small_or_isolated_candidate,small_or_isolated_candidate,560.7625361217459,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N132,N153,1,1,small_or_isolated_candidate,small_or_isolated_candidate,560.8629028028755,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N135,N143,1,1,small_or_isolated_candidate,small_or_isolated_candidate,560.9469526237693,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N124,N141,1,1,small_or_isolated_candidate,small_or_isolated_candidate,560.9885500574427,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N140,N30,1,1,small_or_isolated_candidate,small_or_isolated_candidate,561.0151480469259,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N135,N296,1,1,small_or_isolated_candidate,small_or_isolated_candidate,561.0763140931276,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N112,N143,1,1,small_or_isolated_candidate,small_or_isolated_candidate,561.2811607352512,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N119,N307,1,1,small_or_isolated_candidate,small_or_isolated_candidate,561.9066830786643,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N136,N300,1,1,small_or_isolated_candidate,small_or_isolated_candidate,562.1472813589069,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N129,N140,1,1,small_or_isolated_candidate,small_or_isolated_candidate,562.2022247883745,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N111,N49,1,1,small_or_isolated_candidate,small_or_isolated_candidate,562.491938369375,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N17,N92,1,1,small_or_isolated_candidate,small_or_isolated_candidate,562.5460708737115,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N11,N300,1,1,small_or_isolated_candidate,small_or_isolated_candidate,562.6438931036822,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
