metric,q10,q25,q50,q75,q90,q95
nn1_m,1.7712829867327153,2.7970697402376388,4.68840330618989,9.496287005726348,18.003737683893483,41.28206863469272
nn2_m,3.0753308990537858,4.242858041755475,7.856151677143037,14.346776976037802,36.64365794259412,80.62857055838748
