eps_m,min_pts,n_points,n_clusters,noise_count,clustered_count,noise_ratio,clustered_ratio,n_dense_clusters,n_intermediate_clusters,n_small_clusters,max_cluster_size,median_cluster_size,core_point_count,core_point_ratio,score_clustered_ratio,score_noise_ratio,score_dense_presence,score_not_overmerged,parameter_score,interpretation,selected_d_adj_m,validation_note
14,4,374,18,113,261,0.30213903743315507,0.6978609625668449,16,2,0,110,7,0,0,0.997860962566845,0.9978609625668449,1,1,0.9988235294117648,候補として検討可能,9.745013346067434,QGISでinterim_dwelling_points_groupedとinterim_group_geometriesを確認し、 dense_candidateが密集範囲を拾い、small_or_isolated_candidateが孤立点を過剰に吸収していないか確認する。 その後、macro clusterで大きな集落構造が復元されるか確認する。
