group_id_1,group_id_2,n_dwellings_1,n_dwellings_2,interim_group_type_1,interim_group_type_2,centroid_distance_m,both_linkable_size,at_least_one_dense,centroid_preselect,pair_size_score_pre,evaluate_pair,evaluate_order,detailed_evaluation_selected,pair_generation_method
N230,N245,1,1,small_or_isolated_candidate,small_or_isolated_candidate,519.1216582589337,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N173,N257,1,1,small_or_isolated_candidate,small_or_isolated_candidate,519.7220776639945,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N303,N87,1,1,small_or_isolated_candidate,small_or_isolated_candidate,519.8054662445273,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N200,N247,1,1,small_or_isolated_candidate,small_or_isolated_candidate,519.9768797032948,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N232,N248,1,1,small_or_isolated_candidate,small_or_isolated_candidate,520.0280588832436,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N331,N346,1,1,small_or_isolated_candidate,small_or_isolated_candidate,520.0697153209647,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N294,N82,1,1,small_or_isolated_candidate,small_or_isolated_candidate,520.0737450633553,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N302,N80,1,1,small_or_isolated_candidate,small_or_isolated_candidate,520.3609285898186,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N316,N321,1,1,small_or_isolated_candidate,small_or_isolated_candidate,520.5058805017143,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N267,N88,1,1,small_or_isolated_candidate,small_or_isolated_candidate,520.6137901276333,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N252,N317,1,1,small_or_isolated_candidate,small_or_isolated_candidate,520.7004753670051,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N293,N86,1,1,small_or_isolated_candidate,small_or_isolated_candidate,520.7502687858168,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N313,N325,1,1,small_or_isolated_candidate,small_or_isolated_candidate,520.7506503778312,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N288,N82,1,1,small_or_isolated_candidate,small_or_isolated_candidate,520.8536059794151,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N293,N87,1,1,small_or_isolated_candidate,small_or_isolated_candidate,520.9748033643158,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N324,N353,1,1,small_or_isolated_candidate,small_or_isolated_candidate,521.0917148099562,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N302,N87,1,1,small_or_isolated_candidate,small_or_isolated_candidate,521.1802159755387,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N246,N29,1,1,small_or_isolated_candidate,small_or_isolated_candidate,521.3951081709268,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N268,N88,1,1,small_or_isolated_candidate,small_or_isolated_candidate,521.4665671413964,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N226,N76,1,1,small_or_isolated_candidate,small_or_isolated_candidate,521.7312714448982,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N269,N83,1,1,small_or_isolated_candidate,small_or_isolated_candidate,521.8467421410418,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N303,N86,1,1,small_or_isolated_candidate,small_or_isolated_candidate,521.8793696657451,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N270,N80,1,1,small_or_isolated_candidate,small_or_isolated_candidate,522.0580796915033,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N294,N81,1,1,small_or_isolated_candidate,small_or_isolated_candidate,522.0843429984905,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N230,N321,1,1,small_or_isolated_candidate,small_or_isolated_candidate,522.2863897512452,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N303,N350,1,1,small_or_isolated_candidate,small_or_isolated_candidate,522.7199901273419,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N288,N81,1,1,small_or_isolated_candidate,small_or_isolated_candidate,522.8514640946945,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N100,N286,1,1,small_or_isolated_candidate,small_or_isolated_candidate,522.984959722425,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N126,N324,1,1,small_or_isolated_candidate,small_or_isolated_candidate,523.087412133324,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N302,N86,1,1,small_or_isolated_candidate,small_or_isolated_candidate,523.2504598689821,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N282,N89,1,1,small_or_isolated_candidate,small_or_isolated_candidate,523.4517179889513,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N304,N334,1,1,small_or_isolated_candidate,small_or_isolated_candidate,523.5028007837705,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N319,N83,1,1,small_or_isolated_candidate,small_or_isolated_candidate,523.6151472032327,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N269,N82,1,1,small_or_isolated_candidate,small_or_isolated_candidate,523.8785564474742,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N332,N83,1,1,small_or_isolated_candidate,small_or_isolated_candidate,524.0212941594293,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N223,N76,1,1,small_or_isolated_candidate,small_or_isolated_candidate,524.0234454634696,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N183,N226,1,1,small_or_isolated_candidate,small_or_isolated_candidate,524.1212668123673,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N232,N76,1,1,small_or_isolated_candidate,small_or_isolated_candidate,524.2806003844283,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N223,N324,1,1,small_or_isolated_candidate,small_or_isolated_candidate,524.3918045904755,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N226,N29,1,1,small_or_isolated_candidate,small_or_isolated_candidate,524.5202006145392,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N269,N81,1,1,small_or_isolated_candidate,small_or_isolated_candidate,524.5480388123789,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N269,N84,1,1,small_or_isolated_candidate,small_or_isolated_candidate,524.6024634950247,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N332,N84,1,1,small_or_isolated_candidate,small_or_isolated_candidate,524.7463830928343,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N302,N350,1,1,small_or_isolated_candidate,small_or_isolated_candidate,524.8115868246101,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N226,N324,1,1,small_or_isolated_candidate,small_or_isolated_candidate,524.9043442246366,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N258,N88,1,1,small_or_isolated_candidate,small_or_isolated_candidate,525.1115997623648,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N242,N247,1,1,small_or_isolated_candidate,small_or_isolated_candidate,525.2890266324575,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N347,N348,1,1,small_or_isolated_candidate,small_or_isolated_candidate,525.3955186904047,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N334,N347,1,1,small_or_isolated_candidate,small_or_isolated_candidate,525.4434657738362,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N296,N325,1,1,small_or_isolated_candidate,small_or_isolated_candidate,525.6328246288062,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N325,N347,1,1,small_or_isolated_candidate,small_or_isolated_candidate,525.749474387159,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N224,N76,1,1,small_or_isolated_candidate,small_or_isolated_candidate,525.8491679642682,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N267,N83,1,1,small_or_isolated_candidate,small_or_isolated_candidate,525.8544977427055,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N269,N87,1,1,small_or_isolated_candidate,small_or_isolated_candidate,526.0392411204322,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N304,N348,1,1,small_or_isolated_candidate,small_or_isolated_candidate,526.1236538281454,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N347,N350,1,1,small_or_isolated_candidate,small_or_isolated_candidate,526.1795942862809,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N269,N86,1,1,small_or_isolated_candidate,small_or_isolated_candidate,526.1813365170308,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N258,N83,1,1,small_or_isolated_candidate,small_or_isolated_candidate,526.2219030323739,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N183,N223,1,1,small_or_isolated_candidate,small_or_isolated_candidate,526.3895534955578,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N29,N293,1,1,small_or_isolated_candidate,small_or_isolated_candidate,526.5029501219992,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N173,N351,1,1,small_or_isolated_candidate,small_or_isolated_candidate,526.8306278014553,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N183,N232,1,1,small_or_isolated_candidate,small_or_isolated_candidate,526.8676477259788,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N261,N302,1,1,small_or_isolated_candidate,small_or_isolated_candidate,526.8760822068118,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N268,N83,1,1,small_or_isolated_candidate,small_or_isolated_candidate,526.9316294790673,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N319,N78,1,1,small_or_isolated_candidate,small_or_isolated_candidate,527.3883313459482,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N244,N317,1,1,small_or_isolated_candidate,small_or_isolated_candidate,527.451991161763,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N224,N324,1,1,small_or_isolated_candidate,small_or_isolated_candidate,527.5669017825178,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N261,N303,1,1,small_or_isolated_candidate,small_or_isolated_candidate,527.6998103769445,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N305,N349,1,1,small_or_isolated_candidate,small_or_isolated_candidate,527.7218843848818,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N319,N84,1,1,small_or_isolated_candidate,small_or_isolated_candidate,527.7525168776372,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N319,N333,1,1,small_or_isolated_candidate,small_or_isolated_candidate,527.8113382378389,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N267,N82,1,1,small_or_isolated_candidate,small_or_isolated_candidate,527.8184302142188,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N223,N29,1,1,small_or_isolated_candidate,small_or_isolated_candidate,527.9199047138111,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N183,N224,1,1,small_or_isolated_candidate,small_or_isolated_candidate,528.2358386731012,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N224,N29,1,1,small_or_isolated_candidate,small_or_isolated_candidate,528.4135147004529,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N258,N84,1,1,small_or_isolated_candidate,small_or_isolated_candidate,528.4372861657126,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N267,N81,1,1,small_or_isolated_candidate,small_or_isolated_candidate,528.4660074640207,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N267,N84,1,1,small_or_isolated_candidate,small_or_isolated_candidate,528.6222566109323,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N268,N82,1,1,small_or_isolated_candidate,small_or_isolated_candidate,528.7410224602286,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N239,N333,1,1,small_or_isolated_candidate,small_or_isolated_candidate,528.8296636765135,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N173,N261,1,1,small_or_isolated_candidate,small_or_isolated_candidate,528.929799110957,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N262,N89,1,1,small_or_isolated_candidate,small_or_isolated_candidate,529.1388664915721,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N268,N81,1,1,small_or_isolated_candidate,small_or_isolated_candidate,529.340625437442,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N268,N84,1,1,small_or_isolated_candidate,small_or_isolated_candidate,529.7276579186587,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N267,N87,1,1,small_or_isolated_candidate,small_or_isolated_candidate,529.8012912436614,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N253,N88,1,1,small_or_isolated_candidate,small_or_isolated_candidate,529.8422778807544,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N288,N317,1,1,small_or_isolated_candidate,small_or_isolated_candidate,529.941597582122,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N293,N80,1,1,small_or_isolated_candidate,small_or_isolated_candidate,529.942802445469,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N267,N86,1,1,small_or_isolated_candidate,small_or_isolated_candidate,529.9540560480053,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N126,N232,1,1,small_or_isolated_candidate,small_or_isolated_candidate,530.0857200997491,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N251,N317,1,1,small_or_isolated_candidate,small_or_isolated_candidate,530.0996579283354,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N294,N317,1,1,small_or_isolated_candidate,small_or_isolated_candidate,530.1752420326866,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N268,N87,1,1,small_or_isolated_candidate,small_or_isolated_candidate,530.3562073706657,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N268,N86,1,1,small_or_isolated_candidate,small_or_isolated_candidate,530.5297778715048,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N258,N82,1,1,small_or_isolated_candidate,small_or_isolated_candidate,530.9654820462554,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N179,N319,1,1,small_or_isolated_candidate,small_or_isolated_candidate,531.0187820360612,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N253,N83,1,1,small_or_isolated_candidate,small_or_isolated_candidate,531.0302523146438,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N120,N323,1,1,small_or_isolated_candidate,small_or_isolated_candidate,531.0646960277892,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N248,N29,1,1,small_or_isolated_candidate,small_or_isolated_candidate,531.2627808832663,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N100,N255,1,1,small_or_isolated_candidate,small_or_isolated_candidate,531.2867293951806,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N337,N349,1,1,small_or_isolated_candidate,small_or_isolated_candidate,531.8635175392783,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N294,N86,1,1,small_or_isolated_candidate,small_or_isolated_candidate,532.0604192813454,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N258,N81,1,1,small_or_isolated_candidate,small_or_isolated_candidate,532.4693461245411,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N294,N87,1,1,small_or_isolated_candidate,small_or_isolated_candidate,532.5011979511472,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N295,N87,1,1,small_or_isolated_candidate,small_or_isolated_candidate,532.5510443247242,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N288,N86,1,1,small_or_isolated_candidate,small_or_isolated_candidate,532.7461669569572,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N325,N336,1,1,small_or_isolated_candidate,small_or_isolated_candidate,532.924886910706,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N288,N87,1,1,small_or_isolated_candidate,small_or_isolated_candidate,533.181095419112,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N253,N84,1,1,small_or_isolated_candidate,small_or_isolated_candidate,533.2555554357511,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N254,N88,1,1,small_or_isolated_candidate,small_or_isolated_candidate,533.29697646308,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N243,N270,1,1,small_or_isolated_candidate,small_or_isolated_candidate,533.3577083637197,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N295,N86,1,1,small_or_isolated_candidate,small_or_isolated_candidate,533.38952933481,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N295,N88,1,1,small_or_isolated_candidate,small_or_isolated_candidate,533.6410001423033,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N269,N80,1,1,small_or_isolated_candidate,small_or_isolated_candidate,534.1303563758426,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N120,N247,1,1,small_or_isolated_candidate,small_or_isolated_candidate,534.1995671577679,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N126,N226,1,1,small_or_isolated_candidate,small_or_isolated_candidate,534.2832499782202,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N319,N77,1,1,small_or_isolated_candidate,small_or_isolated_candidate,534.4548532026631,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N257,N88,1,1,small_or_isolated_candidate,small_or_isolated_candidate,534.8399266948422,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N338,N349,1,1,small_or_isolated_candidate,small_or_isolated_candidate,534.8626192107555,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N303,N89,1,1,small_or_isolated_candidate,small_or_isolated_candidate,535.1931794580922,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N119,N323,1,1,small_or_isolated_candidate,small_or_isolated_candidate,535.4459902544143,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N254,N83,1,1,small_or_isolated_candidate,small_or_isolated_candidate,535.6685081518633,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N253,N82,1,1,small_or_isolated_candidate,small_or_isolated_candidate,535.7241236388834,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N119,N247,1,1,small_or_isolated_candidate,small_or_isolated_candidate,535.7762561191654,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N126,N317,1,1,small_or_isolated_candidate,small_or_isolated_candidate,535.9191302528823,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N242,N316,1,1,small_or_isolated_candidate,small_or_isolated_candidate,536.4872657080343,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N29,N323,1,1,small_or_isolated_candidate,small_or_isolated_candidate,536.6101097278042,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N302,N89,1,1,small_or_isolated_candidate,small_or_isolated_candidate,536.6224165179451,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N313,N331,1,1,small_or_isolated_candidate,small_or_isolated_candidate,537.0389990512502,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N253,N81,1,1,small_or_isolated_candidate,small_or_isolated_candidate,537.2116620637963,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N126,N223,1,1,small_or_isolated_candidate,small_or_isolated_candidate,537.286439541325,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N29,N317,1,1,small_or_isolated_candidate,small_or_isolated_candidate,537.29135791527,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N257,N83,1,1,small_or_isolated_candidate,small_or_isolated_candidate,537.6317056199125,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N270,N89,1,1,small_or_isolated_candidate,small_or_isolated_candidate,537.750924519268,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N267,N80,1,1,small_or_isolated_candidate,small_or_isolated_candidate,537.8635814111828,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N226,N246,1,1,small_or_isolated_candidate,small_or_isolated_candidate,538.0029411249599,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N254,N84,1,1,small_or_isolated_candidate,small_or_isolated_candidate,538.0563924953665,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N241,N316,1,1,small_or_isolated_candidate,small_or_isolated_candidate,538.2024135540203,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N268,N80,1,1,small_or_isolated_candidate,small_or_isolated_candidate,538.3624830696173,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N126,N224,1,1,small_or_isolated_candidate,small_or_isolated_candidate,538.3709791468056,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N295,N80,1,1,small_or_isolated_candidate,small_or_isolated_candidate,538.4181878720257,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N174,N349,1,1,small_or_isolated_candidate,small_or_isolated_candidate,538.7638874745115,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N224,N246,1,1,small_or_isolated_candidate,small_or_isolated_candidate,538.8313964592763,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N243,N316,1,1,small_or_isolated_candidate,small_or_isolated_candidate,538.9461920812005,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N258,N86,1,1,small_or_isolated_candidate,small_or_isolated_candidate,539.2608816422129,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N258,N87,1,1,small_or_isolated_candidate,small_or_isolated_candidate,539.4764438805038,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N336,N348,1,1,small_or_isolated_candidate,small_or_isolated_candidate,539.4969858493521,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N173,N244,1,1,small_or_isolated_candidate,small_or_isolated_candidate,539.532227964033,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N254,N82,1,1,small_or_isolated_candidate,small_or_isolated_candidate,539.5799067362606,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N304,N349,1,1,small_or_isolated_candidate,small_or_isolated_candidate,539.6722412425387,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N257,N84,1,1,small_or_isolated_candidate,small_or_isolated_candidate,540.076233525464,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N334,N336,1,1,small_or_isolated_candidate,small_or_isolated_candidate,540.1441582230109,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N245,N317,1,1,small_or_isolated_candidate,small_or_isolated_candidate,540.2552718087527,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N303,N349,1,1,small_or_isolated_candidate,small_or_isolated_candidate,540.64511502785615,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N254,N81,1,1,small_or_isolated_candidate,small_or_isolated_candidate,540.8256890023923,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N319,N348,1,1,small_or_isolated_candidate,small_or_isolated_candidate,540.9054686128084,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N174,N230,1,1,small_or_isolated_candidate,small_or_isolated_candidate,540.93643057811,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N243,N257,1,1,small_or_isolated_candidate,small_or_isolated_candidate,540.9702664118876,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N239,N249,1,1,small_or_isolated_candidate,small_or_isolated_candidate,541.0374700809473,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N257,N82,1,1,small_or_isolated_candidate,small_or_isolated_candidate,541.2627618983472,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N223,N246,1,1,small_or_isolated_candidate,small_or_isolated_candidate,541.3014482762637,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N173,N246,1,1,small_or_isolated_candidate,small_or_isolated_candidate,541.3322597473411,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N313,N349,1,1,small_or_isolated_candidate,small_or_isolated_candidate,541.3495727945956,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N335,N349,1,1,small_or_isolated_candidate,small_or_isolated_candidate,541.3560645377283,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N249,N29,1,1,small_or_isolated_candidate,small_or_isolated_candidate,541.3784131186975,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N351,N88,1,1,small_or_isolated_candidate,small_or_isolated_candidate,541.4265302668219,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
N246,N83,1,1,small_or_isolated_candidate,small_or_isolated_candidate,541.4738841126102,FALSE,FALSE,FALSE,0.2,FALSE,NA,FALSE,all_pairs_combn
