n_cells,presence_cells,absence_cells,no_data_cells,presence_area_sum_m2,absence_area_sum_m2,no_data_area_sum_m2,surveyed_area_sum_m2
115969,243,4241,111485,13213.759125772536,322423.375935993,11148500,371019.71550865145
